编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
332,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaojia8557"，"点我对话"),jia8557,格奈雅鞋业,,,,,https://shop118483124.taobao.com,,,2603.00,深圳,马丁靴女,,4.75221分,-0.89%,4.79601分,-0.82%,4.81637分,-0.53%,,,,,,,,,,
333,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao赤道之北极"，"点我对话"),赤道之北极,赤道之北极,,,,,https://shop121853049.taobao.com,,,0,深圳,马丁靴女,,4.50579分,-6.03%,4.57529分,-5.38%,4.58301分,-5.35%,,,,,,,,,,
334,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb69625435"，"点我对话"),tb69625435,萱尔贝贝,,,,,https://shop194214509.taobao.com,,,861.06,深圳,马丁靴女,,4.74254分,-2.93%,4.77985分,-2.45%,4.82463分,-1.49%,,,,,,,,,,
335,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao俊额百货店铺"，"点我对话"),俊额百货店铺,虞 美 人 百 货,,,,,https://shop556401866.taobao.com,,,343.10,深圳,马丁靴女,,4.55882,-5.29%,4.67647,-3.47%,4.79412分,-1.14%,,,,,,,,,,
336,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosensunjin"，"点我对话"),sensunjin,盛通百货,,,,,https://shop387051018.taobao.com,,,230.87,深圳,马丁靴女,,4.73684分,-1.22%,4.76316分,-1.50%,4.73684分,-2.17%,,,,,,,,,,
337,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天涯为客企业店铺"，"点我对话"),天涯为客企业店铺,u[4289294261],,,,,https://shop277972252.taobao.com,,,266.23,深圳,马丁靴女,,4.69231,-3.96%,4.69231,-4.24%,4.65385分,-4.98%,,,,,,,,,,
338,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我爱白杨树168"，"点我对话"),我爱白杨树168,柯玛妮真皮女鞋,,,,,https://shop111687697.taobao.com,,,1964.00,深圳,马丁靴女,,4.91045分,56.32%,4.92537分,54.63%,4.9403分,62.24%,,,,,,,,,,
339,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoa阿芬百货"，"点我对话"),a阿芬百货,A阿芬小百货,,,,,https://shop464145344.taobao.com,,,526.93,深圳,马丁靴女,,4.62857,-3.84%,4.65714,-3.87%,4.8分,-1.02%,,,,,,,,,,
340,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao八三潮牌"，"点我对话"),八三潮牌,IT香港代购旃舰店,,,,,https://shop553728060.taobao.com,,,0,深圳,马丁靴女,,4.46667,-6.85%,4.66667,-3.49%,4.7分,-2.93%,,,,,,,,,,
341,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小小铺子折扣店"，"点我对话"),小小铺子折扣店,小小可爱折扣精品,,,,,https://shop291897100.taobao.com,,,568.52,深圳,马丁靴女,,4.81818,2.61%,4.81818,-0.55%,4.77273分,-1.58%,,,,,,,,,,
342,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麻城市贵瑞安商店"，"点我对话"),麻城市贵瑞安商店,u[3944357117],,,,,https://shop357383671.taobao.com,,,434.12,深圳,马丁靴女,,4.61905,-4.04%,4.61905,-4.66%,4.64286分,-4.26%,,,,,,,,,,
343,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao追梦小杰"，"点我对话"),追梦小杰,丽丽鞋包基地,,,,,https://shop418445601.taobao.com,,,327.70,深圳,马丁靴女,,3.0分,-37.43%,4.0分,-17.28%,4.0分,-17.39%,,,,,,,,,,
344,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao黄河尘清"，"点我对话"),黄河尘清,黄河尘清,,,,,https://shop505501060.taobao.com,,,765.00,深圳,马丁靴女,,3.62295分,-25.84%,3.65574分,-25.39%,3.68852分,-24.69%,,,,,,,,,,
345,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao招远市汉培瓷砖经营店1"，"点我对话"),招远市汉培瓷砖经营店1,u[4196173036],,,,,https://shop333452302.taobao.com,,,668.16,深圳,马丁靴女,,3.88889,-18.90%,3.88889,-19.58%,4.24444分,-12.34%,,,,,,,,,,
346,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao月消量1988"，"点我对话"),月消量1988,月销量1988,,,,,https://shop224823238.taobao.com,,,586.99,深圳,马丁靴女,,4.42857,-9.35%,4.46429,-8.89%,4.5分,-8.12%,,,,,,,,,,
347,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao祁东县健康百货店"，"点我对话"),祁东县健康百货店,u[4149726395],,,,,https://shop442325849.taobao.com,,,615.88,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
348,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陆月日商城"，"点我对话"),陆月日商城,u[2200592860357],,,,,https://shop568614653.taobao.com,,,289.90,深圳,马丁靴女,,4.78947,-0.50%,4.82895,0.32%,4.89474分,30.04%,,,,,,,,,,
349,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao晶亮晶田"，"点我对话"),晶亮晶田,晶亮晶田,,,,,https://shop198762680.taobao.com,,,466.97,深圳,马丁靴女,,4.0,-16.88%,4.07143,-15.95%,4.28571分,-11.69%,,,,,,,,,,
350,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaog兔妈"，"点我对话"),g兔妈,花儿潮品屋,,,,,https://shop589496324.taobao.com,,,355.80,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
351,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米奇朵啦"，"点我对话"),米奇朵啦,u[4250779601],,,,,https://shop235464009.taobao.com,,,350.96,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
352,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麻城市宝谦辉商店"，"点我对话"),麻城市宝谦辉商店,u[3943860844],,,,,https://shop184310418.taobao.com,,,710.34,深圳,马丁靴女,,4.22222,-12.26%,4.27778,-11.69%,4.44444分,-8.41%,,,,,,,,,,
353,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao大漠胡杨1968"，"点我对话"),大漠胡杨1968,大漠胡杨1968,,,,,https://shop70576444.taobao.com,,,973.00,深圳,马丁靴女,,4.78261分,0.26%,4.82609分,0.19%,4.84783分,3.74%,,,,,,,,,,
354,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao920510s"，"点我对话"),920510s,优品服装铺,,,,,https://shop414022441.taobao.com,,,308.39,深圳,马丁靴女,,4.69231分,-2.14%,4.79487分,-0.84%,4.82051分,0.44%,,,,,,,,,,
355,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao疯狂的石头gl"，"点我对话"),疯狂的石头gl,奥卡索正品折扣店,,,,,https://shop106134996.taobao.com,,,9749.00,深圳,马丁靴女,,4.79245分,0.10%,4.81132分,-0.50%,4.84906分,4.52%,,,,,,,,,,
356,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奔放的小黑牛"，"点我对话"),奔放的小黑牛,小程鞋庄,,,,,https://shop121286791.taobao.com,,,1192.00,深圳,马丁靴女,,4.36分,-9.07%,4.54分,-6.11%,4.62分,-4.58%,,,,,,,,,,
357,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao桃怡安林"，"点我对话"),桃怡安林,u[3964910463],,,,,https://shop347323469.taobao.com,,,881.56,深圳,马丁靴女,,5.0,100.00%,4.75,-1.77%,4.75分,-1.90%,,,,,,,,,,
358,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao臻拙女鞋"，"点我对话"),臻拙女鞋,臻拙女鞋,,,,,https://shop329279902.taobao.com,,,0.00,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,4.94118分,62.79%,,,,,,,,,,
359,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao丽人it旺店"，"点我对话"),丽人it旺店,it品牌代購,,,,,https://shop156362653.taobao.com,,,5684.00,深圳,马丁靴女,,4.9分,51.19%,4.9分,39.17%,4.9分,36.69%,,,,,,,,,,
360,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao随身跳动5"，"点我对话"),随身跳动5,u[3518318676],,,,,https://shop189160890.taobao.com,,,1595.75,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
361,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao与你常在654123"，"点我对话"),与你常在654123,u[4048784060],,,,,https://shop330000928.taobao.com,,,366.80,深圳,马丁靴女,,4.36364,-9.33%,4.45455,-8.04%,4.45455分,-8.21%,,,,,,,,,,
362,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao嘉裕小商贸"，"点我对话"),嘉裕小商贸,Only you别致,,,,,https://shop535392183.taobao.com,,,2931.40,深圳,马丁靴女,,4.53448,-5.43%,4.53448,-6.23%,4.67241分,-3.50%,,,,,,,,,,
363,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鱼半山哦"，"点我对话"),鱼半山哦,鱼半仙哦,,,,,https://shop222356414.taobao.com,,,505.24,深圳,马丁靴女,,4.0,-18.13%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
364,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao富华城商贸"，"点我对话"),富华城商贸,艺之蝶女装店,,,,,https://shop108987904.taobao.com,,,483.18,深圳,马丁靴女,,3.70588,-22.71%,3.47059,-28.23%,3.88235分,-19.82%,,,,,,,,,,
365,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao福星很潇洒"，"点我对话"),福星很潇洒,u[2200631444722],,,,,https://shop511339931.taobao.com,,,207.45,深圳,马丁靴女,,4.22222,-13.58%,4.22222,-13.83%,4.11111分,-16.06%,,,,,,,,,,
366,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao够实惠888"，"点我对话"),够实惠888,u[3589737552],,,,,https://shop240846767.taobao.com,,,287.00,深圳,马丁靴女,,2.33333,-51.34%,3.66667,-24.17%,3.66667分,-24.27%,,,,,,,,,,
367,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao路星火"，"点我对话"),路星火,品尚雅轩,,,,,https://shop105418379.taobao.com,,,1144.90,深圳,马丁靴女,,4.78667分,0.17%,4.85333分,10.84%,4.88分,24.09%,,,,,,,,,,
368,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoloye雅厨"，"点我对话"),loye雅厨,Loye雅厨连锁生活超市,,,,,https://shop433080421.taobao.com,,,0,深圳,马丁靴女,,4.59091,-4.60%,4.70455,-2.88%,4.63636分,-4.46%,,,,,,,,,,
369,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao海潮企业"，"点我对话"),海潮企业,海潮企业自营店,,,,,https://shop152429885.taobao.com,,,2016.00,深圳,马丁靴女,,4.92308,62.48%,4.92308,53.24%,4.92308分,51.34%,,,,,,,,,,
370,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小灰灰百货部"，"点我对话"),小灰灰百货部,小灰灰商贸部,,,,,https://shop288773510.taobao.com,,,1502.00,深圳,马丁靴女,,4.55172,-5.07%,4.68966,-3.02%,4.71264分,-2.67%,,,,,,,,,,
371,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿乐超酷"，"点我对话"),阿乐超酷,阿乐超酷,,,,,https://shop255355213.taobao.com,,,667.90,深圳,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
372,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao亮亮小店2"，"点我对话"),亮亮小店2,u[4010321421],,,,,https://shop477395666.taobao.com,,,883.61,深圳,马丁靴女,,4.71429,-1.68%,4.85714,13.16%,5.0分,100.00%,,,,,,,,,,
373,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao美丽衣花"，"点我对话"),美丽衣花,d[s111380621],,,,,https://shop111380621.taobao.com,,,385.09,深圳,马丁靴女,,3.64286分,-24.30%,3.64286分,-24.80%,3.92857分,-19.05%,,,,,,,,,,
374,常熟九爵商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao陌迪文旗舰店"，"点我对话"),陌迪文旗舰店,陌迪文旗舰店,,,,,https://shop597854823.taobao.com,,,1775.66,深圳,马丁靴女,,4.84分,0.67%,4.8分,0.65%,4.92分,49.87%,,,,,,,,,,
375,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoq27881688"，"点我对话"),q27881688,u[4073085862],,,,,https://shop186280578.taobao.com,,,1831.00,深圳,马丁靴女,,4.63636,-3.66%,4.45455,-8.04%,4.45455分,-8.21%,,,,,,,,,,
376,苏州依铭斯商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao笛度尼旗舰店"，"点我对话"),笛度尼旗舰店,笛度尼旗舰店,,,,,https://shop174504733.taobao.com,,,2460.60,深圳,马丁靴女,,5.0分,100%,4.5分,6.86%,4.5分,7.03%,,,,,,,,,,
377,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao邵志永"，"点我对话"),邵志永,亲亲时尚淘吧8号店,,,,,https://shop35260600.taobao.com,,,446.97,深圳,马丁靴女,,4.10526分,-14.38%,4.13158分,-14.56%,4.26316分,-11.95%,,,,,,,,,,
378,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb607452864"，"点我对话"),tb607452864,赤杰旗舰店,,,,,https://shop381539952.taobao.com,,,1083.92,深圳,马丁靴女,,4.0,-18.13%,4.0,-18.37%,4.0分,-18.33%,,,,,,,,,,
379,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好运来旗见店"，"点我对话"),好运来旗见店,IT代购全球商城,,,,,https://shop114020782.taobao.com,,,1231.00,深圳,马丁靴女,,4.5分,-6.15%,4.47222分,-7.51%,4.63889分,-4.19%,,,,,,,,,,
380,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao俊俊百货一号店"，"点我对话"),俊俊百货一号店,俊俊家的服饰店,,,,,https://shop503146325.taobao.com,,,557.00,深圳,马丁靴女,,4.24699,-11.43%,4.42169,-8.56%,4.6506分,-3.95%,,,,,,,,,,
381,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao双飞翼211"，"点我对话"),双飞翼211,双飞翼211,,,,,https://shop426994503.taobao.com,,,677.20,深圳,马丁靴女,,4.8,0.26%,4.8,-0.91%,4.8分,-1.09%,,,,,,,,,,
382,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao央行企业店铺"，"点我对话"),央行企业店铺,桃桃童话世界,,,,,https://shop322635014.taobao.com,,,839.00,深圳,马丁靴女,,4.48,-9.21%,4.68,-5.20%,4.8分,-2.83%,,,,,,,,,,
383,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao单县坚华电子商务经营部"，"点我对话"),单县坚华电子商务经营部,u[2200556700280],,,,,https://shop209140499.taobao.com,,,1181.74,深圳,马丁靴女,,4.22222,-12.26%,4.11111,-15.13%,4.38889分,-9.56%,,,,,,,,,,
384,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣米小蛋蛋电子商行"，"点我对话"),衣米小蛋蛋电子商行,u[2808283511],,,,,https://shop148813202.taobao.com,,,318.00,深圳,马丁靴女,,,,,,,,,,,,,,,,,
385,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao张豆豆百货店"，"点我对话"),张豆豆百货店,张豆豆的店,,,,,https://shop187658018.taobao.com,,,2876.60,深圳,马丁靴女,,4.53846,-7.10%,4.69231,-4.24%,4.92308分,24.79%,,,,,,,,,,
386,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao浩海百货商行"，"点我对话"),浩海百货商行,浩海百货商行,,,,,https://shop186074539.taobao.com,,,188.52,深圳,马丁靴女,,,,,,,,,,,,,,,,,
387,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一鹏百货商行"，"点我对话"),一鹏百货商行,u[4247577178],,,,,https://shop325202517.taobao.com,,,103.64,深圳,马丁靴女,,4.14286,-14.30%,4.57143,-5.93%,5.0分,100.00%,,,,,,,,,,
388,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb669634742"，"点我对话"),tb669634742,我的好家乡,,,,,https://shop458815757.taobao.com,,,1037.90,深圳,马丁靴女,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
389,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao新信新舰旗店"，"点我对话"),新信新舰旗店,u[4038797558],,,,,https://shop301197640.taobao.com,,,492.66,安徽,马丁靴女,,4.58824,-4.66%,4.70588,-2.85%,4.70588分,-3.03%,,,,,,,,,,
390,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao庆全信商贸"，"点我对话"),庆全信商贸,庆全信商贸,,,,,https://shop213578139.taobao.com,,,1511.56,安徽,马丁靴女,,4.67442,-3.15%,4.76471,-1.83%,4.82353分,-0.64%,,,,,,,,,,
391,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaosaenandy1981"，"点我对话"),saenandy1981,炫彩创意家居百货,,,,,https://shop105243856.taobao.com,,,390.74,安徽,马丁靴女,,4.58696分,-4.70%,4.78261分,-1.28%,4.78261分,-1.38%,,,,,,,,,,
392,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小骡子的杂货店10"，"点我对话"),小骡子的杂货店10,d[s428240616],,,,,https://shop428240616.taobao.com,,,0,安徽,马丁靴女,,4.69444,-2.45%,4.69444,-3.09%,4.72222分,-2.69%,,,,,,,,,,
393,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao若宏企业店"，"点我对话"),若宏企业店,若宏企业店,,,,,https://shop254252513.taobao.com,,,636.00,安徽,马丁靴女,,4.0,-16.90%,5.0,100.00%,4.0分,-17.52%,,,,,,,,,,
394,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花开情更浓78"，"点我对话"),花开情更浓78,好福运商行,,,,,https://shop439308217.taobao.com,,,2378.40,安徽,马丁靴女,,4.66667分,-4.48%,4.72222分,-3.63%,4.66667分,-4.72%,,,,,,,,,,
395,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一零二潮牌"，"点我对话"),一零二潮牌,华晨宇潮牌代购,,,,,https://shop566099614.taobao.com,,,0,安徽,马丁靴女,,4.21429,-12.11%,4.42857,-8.42%,4.35714分,-10.01%,,,,,,,,,,
396,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao厂家直销宝贝99"，"点我对话"),厂家直销宝贝99,赛赛百货商城00,,,,,https://shop140147973.taobao.com,,,150.27,安徽,马丁靴女,,4.6087分,-3.89%,4.64493分,-3.94%,4.65942分,-3.77%,,,,,,,,,,
397,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb831710795"，"点我对话"),tb831710795,u[4129013000],,,,,https://shop261084585.taobao.com,,,260.82,安徽,马丁靴女,,4.65217,-4.78%,4.69565,-4.17%,4.69565分,-4.13%,,,,,,,,,,
398,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao那是梦想的方向"，"点我对话"),那是梦想的方向,u[2200776511813],,,,,https://shop221288808.taobao.com,,,623.66,安徽,马丁靴女,,4.66667,-3.03%,4.66667,-3.66%,4.66667分,-3.84%,,,,,,,,,,
399,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao单县亮眉清电子商务经营部"，"点我对话"),单县亮眉清电子商务经营部,u[2200562404517],,,,,https://shop505681994.taobao.com,,,705.64,安徽,马丁靴女,,4.70588,-3.68%,5.0,100.00%,4.94118分,42.49%,,,,,,,,,,
400,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麻城市科熟凉商店"，"点我对话"),麻城市科熟凉商店,u[4066551188],,,,,https://shop190554242.taobao.com,,,601.26,安徽,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
401,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao花花河旭"，"点我对话"),花花河旭,u[4134652280],,,,,https://shop296300505.taobao.com,,,531.00,安徽,马丁靴女,,4.57143,-6.43%,4.61905,-5.73%,4.80952分,-1.80%,,,,,,,,,,
402,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao慧百货"，"点我对话"),慧百货,慧百货123,,,,,https://shop276153470.taobao.com,,,20310.00,安徽,马丁靴女,,,,,,,,,,,,,,,,,
403,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao妮可苑"，"点我对话"),妮可苑,u[2200782401397],,,,,https://shop187999690.taobao.com,,,661.82,安徽,马丁靴女,,4.0,-16.58%,4.0,-17.28%,4.0分,-17.39%,,,,,,,,,,
404,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao甜梦家居批发城"，"点我对话"),甜梦家居批发城,姿曼专柜品牌购物商城,,,,,https://shop108798058.taobao.com,,,3609.00,安徽,马丁靴女,,4.9分,51.22%,4.9分,39.21%,4.9分,36.74%,,,,,,,,,,
405,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao锦谐商贸"，"点我对话"),锦谐商贸,素语商贸工厂店,,,,,https://shop195080782.taobao.com,,,60.88,安徽,马丁靴女,,4.5625,-5.19%,4.5625,-5.81%,4.5625分,-5.98%,,,,,,,,,,
406,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao三生三世枕12"，"点我对话"),三生三世枕12,三生三世十里桃花别样红,,,,,https://shop353136021.taobao.com,,,107.44,安徽,马丁靴女,,4.57143,-5.28%,4.66667,-3.85%,4.7619分,-1.91%,,,,,,,,,,
407,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱格南笙"，"点我对话"),爱格南笙,朝花夕范网红明星同款,,,,,https://shop130314889.taobao.com,,,1700.00,安徽,马丁靴女,,4.79221,0.10%,4.83117,0.10%,4.84416分,1.42%,,,,,,,,,,
408,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao叮叮猫服饰商行"，"点我对话"),叮叮猫服饰商行,韩国明星同款官方店,,,,,https://shop296948286.taobao.com,,,1017.54,安徽,马丁靴女,,4.80851,6.59%,4.82979,0.12%,4.82979分,0.25%,,,,,,,,,,
409,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao龙飞腾企业店"，"点我对话"),龙飞腾企业店,u[2200756778297],,,,,https://shop498465208.taobao.com,,,860.40,安徽,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
410,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao麻城市启福嘉商店"，"点我对话"),麻城市启福嘉商店,u[4065879912],,,,,https://shop342970183.taobao.com,,,501.96,安徽,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
411,,五心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao千方商贸"，"点我对话"),千方商贸,u[3901175573],,,,,https://shop270690095.taobao.com,,,525.92,安徽,马丁靴女,,4.26667,-11.60%,4.33333,-10.72%,4.33333分,-10.74%,,,,,,,,,,
412,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao萌小梦啾啾"，"点我对话"),萌小梦啾啾,萨古奇品牌店DZD007,,,,,https://shop234986436.taobao.com,,,240.00,安徽,马丁靴女,,,,,,,,,,,,,,,,,
413,,四心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao网红苏柔"，"点我对话"),网红苏柔,网红苏柔,,,,,https://shop206050334.taobao.com,,,208.23,安徽,马丁靴女,,4.61538,-4.11%,4.38462,-9.50%,4.30769分,-11.17%,,,,,,,,,,
414,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao柯笛芬鞋服"，"点我对话"),柯笛芬鞋服,u[3995127661],,,,,https://shop384273571.taobao.com,,,797.50,安徽,马丁靴女,,4.63636,-6.04%,4.63636,-6.09%,4.54545分,-7.98%,,,,,,,,,,
415,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao易苑go"，"点我对话"),易苑go,明星同款定制礼服,,,,,https://shop71982398.taobao.com,,,1163.28,安徽,马丁靴女,,4.66667分,-2.68%,4.66667分,-3.49%,4.66667分,-3.62%,,,,,,,,,,
416,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao鄄城县宁错电子商务服务"，"点我对话"),鄄城县宁错电子商务服务,u[4274307635],,,,,https://shop531553458.taobao.com,,,754.30,安徽,马丁靴女,,4.23077,-12.09%,4.15385,-14.25%,4.38462分,-9.65%,,,,,,,,,,
417,,二心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao俊秀伦敦商行"，"点我对话"),俊秀伦敦商行,u[3989033594],,,,,https://shop303162519.taobao.com,,,882.00,安徽,马丁靴女,,,,,,,,,,,,,,,,,
418,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao看吧计划"，"点我对话"),看吧计划,只对你有感觉22,,,,,https://shop521109929.taobao.com,,,522.50,安徽,马丁靴女,,4.94565,73.49%,4.91304,47.14%,4.95652分,72.50%,,,,,,,,,,
419,,三心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao祁东县小德美百货店"，"点我对话"),祁东县小德美百货店,u[4255193889],,,,,https://shop589144737.taobao.com,,,503.92,安徽,马丁靴女,,4.57895,-4.85%,4.47368,-7.65%,4.73684分,-2.39%,,,,,,,,,,
420,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao九九家潮牌"，"点我对话"),九九家潮牌,九九潮牌香港代沟,,,,,https://shop420626485.taobao.com,,,0,安徽,马丁靴女,,4.57143,-4.66%,4.57143,-5.46%,4.85714分,9.63%,,,,,,,,,,
421,,一心,=HYPERLINK("aliim:sendmsg?&touid=cntaobao奇畅飞精品店"，"点我对话"),奇畅飞精品店,u[2200778738272],,,,,https://shop168238091.taobao.com,,,504.40,安徽,马丁靴女,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
