编号,公司名,店铺类型,对话,旺旺号,店名,电话1,电话2,电话3,电话4,商家地址,宝贝数,销量,月销售额,地区,关键词,好评率,描述,描述同比,服务,服务同比,物流,物流同比,好评数,中评数,差评数,月销,月支出佣金,月推广量,商品价格,佣金率,佣金,优惠券信息
391,义乌市秋湘服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao俞魅人旗舰店"，"点我对话"),俞魅人旗舰店,俞魅人旗舰店,,,,,https://shop274177460.taobao.com,,,23821.14,上海,秋冬女装,,4.80224分,1.45%,4.73881分,1.92%,4.79478分,0.94%,,,,,,,,,,
392,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao风群001"，"点我对话"),风群001,薇笑精品百货店,,,,,https://shop525948935.taobao.com,,,8229.76,上海,秋冬女装,,4.66977分,-3.03%,4.72261分,-2.60%,4.75136分,-2.09%,,,,,,,,,,
393,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao一嘟名品"，"点我对话"),一嘟名品,阿酷潮OTA 实惠专业,,,,,https://shop100442178.taobao.com,,,0.00,上海,秋冬女装,,4.64137分,-3.20%,4.71166分,-2.56%,4.72364分,-2.44%,,,,,,,,,,
394,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣香阁88"，"点我对话"),衣香阁88,意利莎美精品女装店,,,,,https://shop36770739.taobao.com,,,38830.00,上海,秋冬女装,,4.70863分,-1.80%,4.79856分,-0.76%,4.77838分,-1.31%,,,,,,,,,,
395,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中老年女装服装外套"，"点我对话"),中老年女装服装外套,爱妈妈 爱自己,,,,,https://shop107025210.taobao.com,,,12456.00,上海,秋冬女装,,4.85843分,30.94%,4.91441分,47.97%,4.93933分,61.62%,,,,,,,,,,
396,北京灿烂如花服装服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诺帝娅旗舰店"，"点我对话"),诺帝娅旗舰店,诺帝娅旗舰店,,,,,https://shop110660611.taobao.com,,,467584.00,上海,秋冬女装,,4.95722分,66.37%,4.93449分,61.14%,4.9385分,61.46%,,,,,,,,,,
397,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao我家傻丫头555"，"点我对话"),我家傻丫头555,折扣购物超市,,,,,https://shop206606631.taobao.com,,,1462.88,上海,秋冬女装,,4.501分,-6.13%,4.532分,-6.28%,4.638分,-4.21%,,,,,,,,,,
398,上海严淳电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao萍萝旗舰店"，"点我对话"),萍萝旗舰店,萍萝旗舰店,,,,,https://shop547692384.taobao.com,,,5298.80,上海,秋冬女装,,4.69272分,3.70%,4.67318分,3.27%,4.71581分,2.57%,,,,,,,,,,
399,广州粤盛服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao益锦琳旗舰店"，"点我对话"),益锦琳旗舰店,益锦琳旗舰店,,,,,https://shop265862755.taobao.com,,,46480.70,上海,秋冬女装,,4.82318分,1.02%,4.78136分,1.04%,4.80167分,0.80%,,,,,,,,,,
400,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao杨总企业店1"，"点我对话"),杨总企业店1,琳琅官方企业店,,,,,https://shop311157551.taobao.com,,,0,上海,秋冬女装,,4.65899,-3.19%,4.70507,-2.87%,4.74194分,-2.28%,,,,,,,,,,
401,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao好旺角6666"，"点我对话"),好旺角6666,商城中老年时尚女装,,,,,https://shop66694809.taobao.com,,,11781.00,上海,秋冬女装,,4.84397分,23.89%,4.88794分,31.88%,4.89504分,33.61%,,,,,,,,,,
402,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao熊猫购物站"，"点我对话"),熊猫购物站,熊猫购物站,,,,,https://shop260324871.taobao.com,,,1173.50,上海,秋冬女装,,4.78195,-0.65%,4.78947,-1.14%,4.7782分,-1.47%,,,,,,,,,,
403,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao龙凤呈祥服饰88"，"点我对话"),龙凤呈祥服饰88,浪漫女人一条街,,,,,https://shop107405033.taobao.com,,,9816.20,上海,秋冬女装,,4.83803分,20.94%,4.8662分,18.60%,4.8662分,15.29%,,,,,,,,,,
404,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaohly2524444"，"点我对话"),hly2524444,臻品女人服装,,,,,https://shop58080110.taobao.com,,,104384.00,上海,秋冬女装,,4.94328分,72.33%,4.95693分,73.82%,4.96429分,77.41%,,,,,,,,,,
405,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao冰岚小小店"，"点我对话"),冰岚小小店,岚岚折扣百货店,,,,,https://shop497388148.taobao.com,,,3973.80,上海,秋冬女装,,4.60494,-3.97%,4.69136,-2.98%,4.66914分,-3.57%,,,,,,,,,,
406,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaogxq8888809469953"，"点我对话"),gxq8888809469953,倩影毛衫店,,,,,https://shop156927067.taobao.com,,,2880.00,上海,秋冬女装,,4.95506分,78.08%,4.95506分,72.68%,4.96629分,78.68%,,,,,,,,,,
407,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao咕咕精灵"，"点我对话"),咕咕精灵,咕咕妈咪,,,,,https://shop219337384.taobao.com,,,11576.00,上海,秋冬女装,,4.8699分,36.50%,4.92503分,54.39%,4.91621分,46.95%,,,,,,,,,,
408,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao疯狂的小美妞"，"点我对话"),疯狂的小美妞,芭黎依阁,,,,,https://shop109052440.taobao.com,,,0,上海,秋冬女装,,4.93157分,66.62%,4.95078分,70.08%,4.93998分,62.03%,,,,,,,,,,
409,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao顺达集团7号店"，"点我对话"),顺达集团7号店,u[2200731868199],,,,,https://shop489334866.taobao.com,,,25645.93,上海,秋冬女装,,4.68675,-2.61%,4.75904,-1.76%,4.81928分,-0.69%,,,,,,,,,,
410,北京艳永兴商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao沙漠鱼旗舰店"，"点我对话"),沙漠鱼旗舰店,沙漠鱼旗舰店,,,,,https://shop112193116.taobao.com,,,36802.00,上海,秋冬女装,,4.89496分,17.40%,4.8705分,23.19%,4.8964分,35.09%,,,,,,,,,,
411,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao顺百意放心购"，"点我对话"),顺百意放心购,顺心如意百分百满意,,,,,https://shop264677187.taobao.com,,,8902.06,上海,秋冬女装,,4.75568,-1.20%,4.78409,-1.25%,4.78598分,-1.31%,,,,,,,,,,
412,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao江南style_shop"，"点我对话"),江南style_shop,俏哲品牌折扣店,,,,,https://shop104540510.taobao.com,,,101918.15,上海,秋冬女装,,4.82194分,13.09%,4.85791分,13.56%,4.84865分,4.18%,,,,,,,,,,
413,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao丛翠百货商城"，"点我对话"),丛翠百货商城,丛翠半价商城,,,,,https://shop387300528.taobao.com,,,515.10,上海,秋冬女装,,4.85849,24.55%,4.86792,15.24%,4.85849分,3.85%,,,,,,,,,,
414,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb57349230"，"点我对话"),tb57349230,继民民大铺子,,,,,https://shop514425698.taobao.com,,,1865.67,上海,秋冬女装,,4.65174分,-4.79%,4.72139分,-3.65%,4.73134分,-3.40%,,,,,,,,,,
415,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao禺天zuo"，"点我对话"),禺天zuo,善美外贸,,,,,https://shop142330754.taobao.com,,,3596.00,上海,秋冬女装,,4.66667分,-2.68%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
416,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中老年服饰8866"，"点我对话"),中老年服饰8866,中老年服饰,,,15053109588,,https://shop67588131.taobao.com,,,2043.00,上海,秋冬女装,,4.94444分,72.90%,4.94444分,66.22%,4.94444分,64.86%,,,,,,,,,,
417,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaotb18511725"，"点我对话"),tb18511725,眼前人是心上人呀,,,,,https://shop456733181.taobao.com,,,10330.49,上海,秋冬女装,,4.64356分,-3.16%,4.65677分,-3.70%,4.67219分,-3.51%,,,,,,,,,,
418,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao和中益精品屋"，"点我对话"),和中益精品屋,u[3869498253],,,,,https://shop496629891.taobao.com,,,2565.18,上海,秋冬女装,,4.59137,-4.61%,4.67338,-3.54%,4.71223分,-2.83%,,,,,,,,,,
419,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao染宇沫1"，"点我对话"),染宇沫1,胖元宝家大码女装自制,,,,,https://shop106470621.taobao.com,,,19856.00,上海,秋冬女装,,4.9728分,86.73%,4.9749分,84.74%,4.98117分,88.09%,,,,,,,,,,
420,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao发现与分享66"，"点我对话"),发现与分享66,痞子良66,18614958296,,,,https://shop102339926.taobao.com,,,0,上海,秋冬女装,,4.80609,5.41%,4.84349,4.86%,4.84488分,1.88%,,,,,,,,,,
421,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaopingping5658"，"点我对话"),pingping5658,紫伊阁时尚女装,,,,,https://shop63868747.taobao.com,,,724.00,上海,秋冬女装,,4.90909分,55.66%,4.95455分,72.37%,4.95455分,71.25%,,,,,,,,,,
422,北京鑫运海宏达商贸有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao依枭旗舰店"，"点我对话"),依枭旗舰店,依枭旗舰店,,,,,https://shop68196660.taobao.com,,,4115727.00,上海,秋冬女装,,4.95208分,62.32%,4.88019分,28.94%,4.87061分,18.93%,,,,,,,,,,
423,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaodaisy72"，"点我对话"),daisy72,红馆旗袍,,010-57703199,13041212149,,https://shop33430505.taobao.com,,,76051.00,上海,秋冬女装,,4.93567,68.60%,4.95029,69.76%,4.96199分,75.94%,,,,,,,,,,
424,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao淘衣坊1234"，"点我对话"),淘衣坊1234,淘女郎大码女装,,,,,https://shop103654036.taobao.com,,,23918.00,上海,秋冬女装,,4.70609分,-1.85%,4.7724分,-1.30%,4.78853分,-1.10%,,,,,,,,,,
425,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaolove10341034"，"点我对话"),love10341034,娜娜特大码女装,,,,,https://shop107310994.taobao.com,,,9985.70,上海,秋冬女装,,4.68231分,-2.35%,4.75812分,-1.60%,4.787分,-1.13%,,,,,,,,,,
426,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao张凯vs王青"，"点我对话"),张凯vs王青,d[u2248720770],,,,,https://shop185289866.taobao.com,,,0,上海,秋冬女装,,4.42667分,-7.68%,4.5分,-6.94%,4.60333分,-4.93%,,,,,,,,,,
427,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金牛区景万利日用品经营部"，"点我对话"),金牛区景万利日用品经营部,金牌经营部,,,,,https://shop265030996.taobao.com,,,3372.69,上海,秋冬女装,,4.25084,-11.35%,4.32155,-10.63%,4.4688分,-7.71%,,,,,,,,,,
428,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao时尚娃shishangwa"，"点我对话"),时尚娃shishangwa,朝阳群众,,,,,https://shop149622850.taobao.com,,,237.00,上海,秋冬女装,,4.84615,24.95%,4.84615,6.47%,4.84615分,2.68%,,,,,,,,,,
429,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao温歌起舞"，"点我对话"),温歌起舞,发公商贸,,,,,https://shop288817215.taobao.com,,,4047.03,上海,秋冬女装,,4.69174,-3.97%,4.7359,-3.35%,4.7455分,-3.11%,,,,,,,,,,
430,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao天之121"，"点我对话"),天之121,好淘 优质,,,,,https://shop111999964.taobao.com,,,2589.17,上海,秋冬女装,,4.65121分,-3.00%,4.71774分,-2.44%,4.73387分,-2.23%,,,,,,,,,,
431,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao元老的世界"，"点我对话"),元老的世界,伊绒美女装特卖,,,,,https://shop115375225.taobao.com,,,4158.70,上海,秋冬女装,,4.61066分,-3.85%,4.66086分,-3.61%,4.70902分,-2.75%,,,,,,,,,,
432,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao不惑之年q"，"点我对话"),不惑之年q,Ash工厂店,,,,,https://shop499589810.taobao.com,,,1301.00,上海,秋冬女装,,4.6708分,-3.22%,4.70856分,-2.99%,4.74586分,-2.24%,,,,,,,,,,
433,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao唯荣生活馆"，"点我对话"),唯荣生活馆,唯荣商贸,,,,,https://shop292592119.taobao.com,,,4685.56,上海,秋冬女装,,4.60058,-4.42%,4.64723,-4.08%,4.68222分,-3.45%,,,,,,,,,,
434,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao彩妮服装"，"点我对话"),彩妮服装,【广州商盟】彩妮直销,,,,,https://shop36199850.taobao.com,,,368.00,上海,秋冬女装,,4.66667分,-2.68%,4.33333分,-10.39%,4.33333分,-10.50%,,,,,,,,,,
435,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao阿沐家的衣橱"，"点我对话"),阿沐家的衣橱,拉夏贝尔企业店,,,,,https://shop129002750.taobao.com,,,30368.00,上海,秋冬女装,,4.94737,74.31%,4.97368,83.99%,4.97368分,83.34%,,,,,,,,,,
436,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao永远爱着你我的宝贝"，"点我对话"),永远爱着你我的宝贝,丽人大码,,,,,https://shop415748805.taobao.com,,,0,上海,秋冬女装,,4.7017分,-1.95%,4.77273分,-1.30%,4.76989分,-1.49%,,,,,,,,,,
437,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao空邮路过"，"点我对话"),空邮路过,可乐8897,,,,,https://shop266754291.taobao.com,,,1232.80,上海,秋冬女装,,4.70979分,-2.15%,4.7284分,-2.40%,4.745分,-2.16%,,,,,,,,,,
438,,三冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao爱逗点88"，"点我对话"),爱逗点88,小岩井,,,,,https://shop120235601.taobao.com,,,27250.00,上海,秋冬女装,,4.77297,0.46%,4.82283,0.26%,4.83858分,0.10%,,,,,,,,,,
439,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao精品时尚夜店女装"，"点我对话"),精品时尚夜店女装,卡蜜拉夜衣馆,,,,,https://shop266856554.taobao.com,,,20642.00,上海,秋冬女装,,4.72868分,-1.38%,4.76227分,-1.51%,4.78036分,-1.27%,,,,,,,,,,
440,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaostreet100167"，"点我对话"),street100167,杰杰家胖人女装,,,,,https://shop105461206.taobao.com,,,417.00,上海,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
441,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao兔兔淘会"，"点我对话"),兔兔淘会,兔兔淘会,,,,,https://shop118871927.taobao.com,,,11287.00,上海,秋冬女装,,4.76171,-0.69%,4.83707,0.95%,4.86354分,13.68%,,,,,,,,,,
442,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao诚信时尚居"，"点我对话"),诚信时尚居,诚信时尚居,,,,,https://shop64625991.taobao.com,,,5934.30,上海,秋冬女装,,4.75209分,-0.89%,4.79554分,-0.83%,4.81616分,-0.53%,,,,,,,,,,
443,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao也许不够单纯"，"点我对话"),也许不够单纯,红恋衣裳,,,,,https://shop59335114.taobao.com,,,14716.00,上海,秋冬女装,,4.77931分,0.33%,4.86897分,20.35%,4.88276分,25.84%,,,,,,,,,,
444,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao监控摄像头器材中心"，"点我对话"),监控摄像头器材中心,诚挚为您优品店,,,,,https://shop142104001.taobao.com,,,721.20,上海,秋冬女装,,4.5155分,-5.83%,4.60465分,-4.77%,4.65504分,-3.86%,,,,,,,,,,
445,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao繁花似锦218"，"点我对话"),繁花似锦218,真丝褶皱专卖,,,,,https://shop152162743.taobao.com,,,897.00,上海,秋冬女装,,4.625分,-3.55%,4.625分,-4.35%,4.625分,-4.48%,,,,,,,,,,
446,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao小眼坏果果"，"点我对话"),小眼坏果果,小眼坏果果品牌折扣店,,,,,https://shop70318773.taobao.com,,,321.00,上海,秋冬女装,,4.16667分,-13.10%,4.16667分,-13.83%,4.16667分,-13.95%,,,,,,,,,,
447,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao乐友百货"，"点我对话"),乐友百货,u[3487045436],,,,,https://shop233404865.taobao.com,,,993.40,上海,秋冬女装,,4.56317,-5.18%,4.64759,-4.06%,4.69235分,-3.31%,,,,,,,,,,
448,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao米米ylyoyo"，"点我对话"),米米ylyoyo,keke家女装,18977022511,,,,https://shop103154023.taobao.com,,,22095.00,上海,秋冬女装,,4.7706分,-0.51%,4.84117分,3.45%,4.83306分,0.18%,,,,,,,,,,
449,北京裳品廊服装设计有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao粉蜜儿旗舰店"，"点我对话"),粉蜜儿旗舰店,粉蜜儿旗舰店,,,,,https://shop61298761.taobao.com,,,1123656.00,上海,秋冬女装,,4.89973分,21.15%,4.84753分,9.57%,4.86951分,18.24%,,,,,,,,,,
450,,三钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao水电费东方5820"，"点我对话"),水电费东方5820,u[3495073916],,,,,https://shop433633744.taobao.com,,,4639.00,上海,秋冬女装,,4.40741分,-8.08%,4.5分,-6.94%,4.50926分,-6.87%,,,,,,,,,,
451,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao羊绒先锋"，"点我对话"),羊绒先锋,依美尔羊绒制品,,,,,https://shop63261133.taobao.com,,,125633.00,上海,秋冬女装,,4.91489分,58.46%,4.94149分,64.41%,4.95479分,71.38%,,,,,,,,,,
452,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao人来人往百货店"，"点我对话"),人来人往百货店,雅寒正品海外代购,,,,,https://shop244064394.taobao.com,,,6154.00,上海,秋冬女装,,4.77157,0.49%,4.83249,0.10%,4.85204分,6.32%,,,,,,,,,,
453,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao保真羊绒制品"，"点我对话"),保真羊绒制品,保真羊绒制品工厂直销,,,,,https://shop62326414.taobao.com,,,47117.00,上海,秋冬女装,,4.84186分,22.81%,4.8814分,27.85%,4.89535分,33.74%,,,,,,,,,,
454,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao代购专品2020"，"点我对话"),代购专品2020,小思精品百货,,,,,https://shop583754387.taobao.com,,,1325.28,上海,秋冬女装,,4.61719分,-4.06%,4.67969分,-3.40%,4.71094分,-2.92%,,,,,,,,,,
455,苏州兴富敏服饰有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao金香衣都旗舰店"，"点我对话"),金香衣都旗舰店,金香衣都旗舰店,,,,,https://shop162383256.taobao.com,,,924188.00,上海,秋冬女装,,4.98166分,85.58%,4.97767分,86.76%,4.98166分,88.51%,,,,,,,,,,
456,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao衣帘幽梦1号店"，"点我对话"),衣帘幽梦1号店,d[s150838878],,,,,https://shop150838878.taobao.com,,,530.00,上海,秋冬女装,,5.0,100.00%,5.0,100.00%,5.0分,100.00%,,,,,,,,,,
457,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao恩娣特"，"点我对话"),恩娣特,恩娣特,,18703399911,,,https://shop106817505.taobao.com,,,1633.50,上海,秋冬女装,,4.73793,-1.19%,4.78276,-1.09%,4.78621分,-1.15%,,,,,,,,,,
458,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao梵猫时尚皮草服饰屋"，"点我对话"),梵猫时尚皮草服饰屋,梵猫名品,,,,,https://shop62869622.taobao.com,,,0,上海,秋冬女装,,4.74468分,-1.05%,4.76596分,-1.44%,4.80142分,-0.84%,,,,,,,,,,
459,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao贝绒羊绒制品"，"点我对话"),贝绒羊绒制品,贝绒定制高端羊绒,,,,,https://shop144183398.taobao.com,,,151325.00,上海,秋冬女装,,4.94764,74.46%,4.97382,84.09%,4.97382分,83.44%,,,,,,,,,,
460,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao懂你之强强"，"点我对话"),懂你之强强,品质百货家居生活馆,,,,,https://shop250769771.taobao.com,,,1526.36,上海,秋冬女装,,4.72019分,-3.39%,4.74734分,-3.12%,4.75768分,-2.86%,,,,,,,,,,
461,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoetv电视购物企业店"，"点我对话"),etv电视购物企业店,etv电视购物企业店,,,,,https://shop589115639.taobao.com,,,1752.50,上海,秋冬女装,,4.79268,0.43%,4.82927,0.32%,4.85366分,2.73%,,,,,,,,,,
462,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaowyy53719"，"点我对话"),wyy53719,MEZONE宓佐女装官方店,,,,,https://shop62121821.taobao.com,,,8418.00,上海,秋冬女装,,4.66667,-2.68%,4.73611,-2.06%,4.78241分,-1.23%,,,,,,,,,,
463,,一钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao源于语"，"点我对话"),源于语,智能哈机器人店,,,,,https://shop311117312.taobao.com,,,422.49,上海,秋冬女装,,4.48507,-6.80%,4.54478,-6.18%,4.63433分,-4.50%,,,,,,,,,,
464,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao不优雅先i生"，"点我对话"),不优雅先i生,优雅先生de小店,,,,,https://shop353485981.taobao.com,,,1253.92,上海,秋冬女装,,4.64991,-3.03%,4.71379,-2.52%,4.72767分,-2.36%,,,,,,,,,,
465,,二钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobaozhangshunde4321"，"点我对话"),zhangshunde4321,Y小姐高端女装,,,,,https://shop101642656.taobao.com,,,7233.60,上海,秋冬女装,,4.97382,87.22%,4.98429,90.44%,4.98953分,93.37%,,,,,,,,,,
466,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao平野服饰"，"点我对话"),平野服饰,平野服饰企业店,,,,,https://shop124523973.taobao.com,,,36370.00,上海,秋冬女装,,4.95846,79.72%,4.96142,76.53%,4.96439分,77.45%,,,,,,,,,,
467,清河县肤墨电子商务有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao肤墨旗舰店"，"点我对话"),肤墨旗舰店,肤墨旗舰店,,,,,https://shop316151541.taobao.com,,,393870.00,上海,秋冬女装,,4.95064分,61.19%,4.93236分,59.87%,4.93784分,61.04%,,,,,,,,,,
468,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao慧梅蓉雪"，"点我对话"),慧梅蓉雪,美美衣之舍,,,,,https://shop137012655.taobao.com,,,4111.00,上海,秋冬女装,,4.75745分,-0.78%,4.84255分,4.29%,4.8分,-0.87%,,,,,,,,,,
469,,二冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobaoqszz9898"，"点我对话"),qszz9898,衣衣不舍营销店,,,,,https://shop69061478.taobao.com,,,7916.00,上海,秋冬女装,,4.63446,-3.35%,4.70496,-2.70%,4.75393分,-1.82%,,,,,,,,,,
470,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao中国羊绒基地"，"点我对话"),中国羊绒基地,相约夕阳红,,,,,https://shop73023196.taobao.com,,,1462.00,上海,秋冬女装,,5.0分,100.00%,5.0分,100.00%,5.0分,100.00%,,,,,,,,,,
471,朗姿股份有限公司,天猫,=HYPERLINK("aliim:sendmsg?&touid=cntaobao朗姿官方outlets店"，"点我对话"),朗姿官方outlets店,朗姿官方outlets店,,,,,https://shop389660617.taobao.com,,,22409.00,上海,秋冬女装,,4.93478分,48.72%,4.95652分,74.21%,4.97826分,86.38%,,,,,,,,,,
472,,四钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao优优粑粑322"，"点我对话"),优优粑粑322,涛涛精品小百货,,,,,https://shop255777011.taobao.com,,,2942.64,上海,秋冬女装,,4.58301,-6.19%,4.65251,-5.05%,4.74131分,-3.19%,,,,,,,,,,
473,,五钻,=HYPERLINK("aliim:sendmsg?&touid=cntaobao玲珑诺168"，"点我对话"),玲珑诺168,u[2863683444],,,,,https://shop155141501.taobao.com,,,0,上海,秋冬女装,,4.61617,-5.51%,4.663,-4.83%,4.67243分,-4.60%,,,,,,,,,,
474,,一冠,=HYPERLINK("aliim:sendmsg?&touid=cntaobao羊绒制品厂家直销批发"，"点我对话"),羊绒制品厂家直销批发,羊绒制品厂家直销批发,,,,,https://shop104302142.taobao.com,,,94196.00,上海,秋冬女装,,4.76887分,-0.54%,4.86353分,17.04%,4.89176分,31.53%,,,,,,,,,,
